image,mask,dataset,mode
./data/data_science_bowl_2018/stage1_train/693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352/images/693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352.png,./data/data_science_bowl_2018/stage1_train/693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352/693bc64581275f04fc456da74f031d583733360a1f6032fa38b3fbf592ff4352_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb/images/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb.png,./data/data_science_bowl_2018/stage1_train/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776/images/03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776.png,./data/data_science_bowl_2018/stage1_train/03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776/03398329ced0c23b9ac3fac84dd53a87d9ffe4d9d10f1b5fe8df8fac12380776_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d/images/139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d.png,./data/data_science_bowl_2018/stage1_train/139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d/139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/309ba76b12ecb5ce28b99f3445b2b5dc54c0564c3c0e24c17e4c89a94a5d0535/images/309ba76b12ecb5ce28b99f3445b2b5dc54c0564c3c0e24c17e4c89a94a5d0535.png,./data/data_science_bowl_2018/stage1_train/309ba76b12ecb5ce28b99f3445b2b5dc54c0564c3c0e24c17e4c89a94a5d0535/309ba76b12ecb5ce28b99f3445b2b5dc54c0564c3c0e24c17e4c89a94a5d0535_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931/images/305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931.png,./data/data_science_bowl_2018/stage1_train/305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931/305a8baaf726d7c9e695bff31d3a6a61445999a4732f0a3e6174dc9dcbe43931_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d/images/1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d.png,./data/data_science_bowl_2018/stage1_train/1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d/1023509cf8d4c155467800f89508690be9513431992f470594281cd37dbd020d_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011/images/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011.png,./data/data_science_bowl_2018/stage1_train/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011/6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4/images/7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4.png,./data/data_science_bowl_2018/stage1_train/7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4/7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f/images/ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f.png,./data/data_science_bowl_2018/stage1_train/ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f/ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5/images/fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5.png,./data/data_science_bowl_2018/stage1_train/fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5/fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731/images/33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731.png,./data/data_science_bowl_2018/stage1_train/33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731/33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/7798ca1ddb3133563e290c36228bc8f8f3c9f224e096f442ef0653856662d121/images/7798ca1ddb3133563e290c36228bc8f8f3c9f224e096f442ef0653856662d121.png,./data/data_science_bowl_2018/stage1_train/7798ca1ddb3133563e290c36228bc8f8f3c9f224e096f442ef0653856662d121/7798ca1ddb3133563e290c36228bc8f8f3c9f224e096f442ef0653856662d121_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe/images/0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe.png,./data/data_science_bowl_2018/stage1_train/0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe/0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc/images/d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc.png,./data/data_science_bowl_2018/stage1_train/d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc/d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397/images/6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397.png,./data/data_science_bowl_2018/stage1_train/6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397/6034456567632f4b48dc3dfbb98534b5953c151990f4235df6c912c0a9c08397_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607/images/4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607.png,./data/data_science_bowl_2018/stage1_train/4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607/4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec/images/29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec.png,./data/data_science_bowl_2018/stage1_train/29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec/29ea4f6eb4545f43868a9b40a60000426bf8dfd9d062546656a37bd2a2aaf9ec_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81/images/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81.png,./data/data_science_bowl_2018/stage1_train/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/3a3fee427e6ef7dfd0d82681e2bcee2d054f80287aea7dfa3fa4447666f929b9/images/3a3fee427e6ef7dfd0d82681e2bcee2d054f80287aea7dfa3fa4447666f929b9.png,./data/data_science_bowl_2018/stage1_train/3a3fee427e6ef7dfd0d82681e2bcee2d054f80287aea7dfa3fa4447666f929b9/3a3fee427e6ef7dfd0d82681e2bcee2d054f80287aea7dfa3fa4447666f929b9_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a/images/d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a.png,./data/data_science_bowl_2018/stage1_train/d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a/d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4/images/4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4.png,./data/data_science_bowl_2018/stage1_train/4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4/4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb/images/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb.png,./data/data_science_bowl_2018/stage1_train/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb/3a508d2dc03db46e7f97a2a30eabb62ab2886f3cedfea303de8f6a42e50d20eb_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1/images/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1.png,./data/data_science_bowl_2018/stage1_train/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1/8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614/images/708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614.png,./data/data_science_bowl_2018/stage1_train/708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614/708eb41a3fc8f2b6cd1f529cdf38dc4ad5d5f00ad30bdcba92884f37ff78d614_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b/images/a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b.png,./data/data_science_bowl_2018/stage1_train/a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b/a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c/images/0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c.png,./data/data_science_bowl_2018/stage1_train/0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c/0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e/images/5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e.png,./data/data_science_bowl_2018/stage1_train/5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e/5419302571113e9aa74c7c0a9575333ca539b871a16c86ee92b35170b4ddc52e_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716/images/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716.png,./data/data_science_bowl_2018/stage1_train/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc/images/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc.png,./data/data_science_bowl_2018/stage1_train/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81/images/295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81.png,./data/data_science_bowl_2018/stage1_train/295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81/295ac4ecf2ee0211c065cf5dbb93b1eb8e61347153447209cd110e9c3e355e81_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707/images/2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707.png,./data/data_science_bowl_2018/stage1_train/2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707/2ab91a4408860ae8339689ed9f87aa9359de1bdd4ca5c2eab7fff7724dbd6707_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/c9f305be17312bdb9530fb4f1adc6d29730ddbe0e74730cbf031de174bf437b7/images/c9f305be17312bdb9530fb4f1adc6d29730ddbe0e74730cbf031de174bf437b7.png,./data/data_science_bowl_2018/stage1_train/c9f305be17312bdb9530fb4f1adc6d29730ddbe0e74730cbf031de174bf437b7/c9f305be17312bdb9530fb4f1adc6d29730ddbe0e74730cbf031de174bf437b7_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/7773ac91af61ed041701b7c3b649598e3707cf04c0577f464fd31be687f538fe/images/7773ac91af61ed041701b7c3b649598e3707cf04c0577f464fd31be687f538fe.png,./data/data_science_bowl_2018/stage1_train/7773ac91af61ed041701b7c3b649598e3707cf04c0577f464fd31be687f538fe/7773ac91af61ed041701b7c3b649598e3707cf04c0577f464fd31be687f538fe_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3/images/5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3.png,./data/data_science_bowl_2018/stage1_train/5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3/5c6eb9a47852754d4e45eceb9a696c64c7cfe304afc5ea491cdfef11d55c17f3_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d35f25c8e3f7fca5232fc4d5e3faf14b025b20b3731af77fe971a5e2e9d69d28/images/d35f25c8e3f7fca5232fc4d5e3faf14b025b20b3731af77fe971a5e2e9d69d28.png,./data/data_science_bowl_2018/stage1_train/d35f25c8e3f7fca5232fc4d5e3faf14b025b20b3731af77fe971a5e2e9d69d28/d35f25c8e3f7fca5232fc4d5e3faf14b025b20b3731af77fe971a5e2e9d69d28_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/7f55678298adb736987d9fb5d1d2daefb08fe5bf4d81b2380bedf9449f79cc38/images/7f55678298adb736987d9fb5d1d2daefb08fe5bf4d81b2380bedf9449f79cc38.png,./data/data_science_bowl_2018/stage1_train/7f55678298adb736987d9fb5d1d2daefb08fe5bf4d81b2380bedf9449f79cc38/7f55678298adb736987d9fb5d1d2daefb08fe5bf4d81b2380bedf9449f79cc38_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073/images/1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073.png,./data/data_science_bowl_2018/stage1_train/1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073/1e8408fbb1619e7a0bcdd0bcd21fae57e7cb1f297d4c79787a9d0f5695d77073_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2/images/b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2.png,./data/data_science_bowl_2018/stage1_train/b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2/b560dba92fbf2af785739efced50d5866c86dc4dada9be3832138bef4c3524d2_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991/images/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991.png,./data/data_science_bowl_2018/stage1_train/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991/5488e8df5440ee5161fdfae3aeccd2ee396636430065c90e3f1f73870a975991_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/8bef203fce625e4d8c89dca728158be4662dfdfdcd4dc73a6aa39a908c1631bc/images/8bef203fce625e4d8c89dca728158be4662dfdfdcd4dc73a6aa39a908c1631bc.png,./data/data_science_bowl_2018/stage1_train/8bef203fce625e4d8c89dca728158be4662dfdfdcd4dc73a6aa39a908c1631bc/8bef203fce625e4d8c89dca728158be4662dfdfdcd4dc73a6aa39a908c1631bc_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615/images/aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615.png,./data/data_science_bowl_2018/stage1_train/aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615/aa83f5b4fca02ae43a6b9456ab42707b0beabc6e7c5c4e66c0d2572fb80f3615_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/76a372bfd3fad3ea30cb163b560e52607a8281f5b042484c3a0fc6d0aa5a7450/images/76a372bfd3fad3ea30cb163b560e52607a8281f5b042484c3a0fc6d0aa5a7450.png,./data/data_science_bowl_2018/stage1_train/76a372bfd3fad3ea30cb163b560e52607a8281f5b042484c3a0fc6d0aa5a7450/76a372bfd3fad3ea30cb163b560e52607a8281f5b042484c3a0fc6d0aa5a7450_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d/images/bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d.png,./data/data_science_bowl_2018/stage1_train/bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d/bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8/images/ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8.png,./data/data_science_bowl_2018/stage1_train/ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8/ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380/images/a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380.png,./data/data_science_bowl_2018/stage1_train/a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380/a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528/images/fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528.png,./data/data_science_bowl_2018/stage1_train/fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528/fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80/images/b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80.png,./data/data_science_bowl_2018/stage1_train/b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80/b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0/images/d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0.png,./data/data_science_bowl_2018/stage1_train/d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0/d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97/images/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97.png,./data/data_science_bowl_2018/stage1_train/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97/813f41ef376c3cbcc9d6e2ce6a51c2ee068226d1c1b13404eb238dcfdd447c97_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90/images/3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90.png,./data/data_science_bowl_2018/stage1_train/3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90/3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0/images/1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0.png,./data/data_science_bowl_2018/stage1_train/1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0/1bd0f2b3000b7c7723f25335fabfcdddcdf4595dd7de1b142d52bb7a186885f0_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0/images/94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0.png,./data/data_science_bowl_2018/stage1_train/94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0/94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b/images/573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b.png,./data/data_science_bowl_2018/stage1_train/573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b/573a657d5e5fcb9574a758b0ab34b09c79d7ba374ceb71227c3dc88f009a3f6b_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/afa272dc01825d4b929b3bfc79a10f68dd3c163c450d858b964d1ce0bc93e131/images/afa272dc01825d4b929b3bfc79a10f68dd3c163c450d858b964d1ce0bc93e131.png,./data/data_science_bowl_2018/stage1_train/afa272dc01825d4b929b3bfc79a10f68dd3c163c450d858b964d1ce0bc93e131/afa272dc01825d4b929b3bfc79a10f68dd3c163c450d858b964d1ce0bc93e131_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/ac782d2cad7f515ce7276926209820e386248e3d619b2df81e22d5e3c160b7cb/images/ac782d2cad7f515ce7276926209820e386248e3d619b2df81e22d5e3c160b7cb.png,./data/data_science_bowl_2018/stage1_train/ac782d2cad7f515ce7276926209820e386248e3d619b2df81e22d5e3c160b7cb/ac782d2cad7f515ce7276926209820e386248e3d619b2df81e22d5e3c160b7cb_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180/images/1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180.png,./data/data_science_bowl_2018/stage1_train/1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180/1c8b905c9519061d6d091e702b45274f4485c80dcf7fb1491e6b2723f5002180_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/af6b6173c59450bc76b2cc461cf233921fbfdb6feb8dd6da03a0d44193221fd0/images/af6b6173c59450bc76b2cc461cf233921fbfdb6feb8dd6da03a0d44193221fd0.png,./data/data_science_bowl_2018/stage1_train/af6b6173c59450bc76b2cc461cf233921fbfdb6feb8dd6da03a0d44193221fd0/af6b6173c59450bc76b2cc461cf233921fbfdb6feb8dd6da03a0d44193221fd0_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7/images/d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7.png,./data/data_science_bowl_2018/stage1_train/d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7/d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1/images/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1.png,./data/data_science_bowl_2018/stage1_train/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1/a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1_mask.png,dsb,none
./data/data_science_bowl_2018/stage1_train/92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa/images/92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa.png,./data/data_science_bowl_2018/stage1_train/92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa/92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa_mask.png,dsb,none
